texto;classe;prob_pos;prob_neg;prob_neu;emoticon
E no final das contas Portugal e México perdeu nas oitavas de final E Brasil e Bélgica estão quartas parece que simpsons não preveu essa vez;negativo;0.004272225777026568;0.09002216637223451;0.9057056078507378;🙁
Deu ruim.....Portugal e México já foram pra casa;negativo;0.13102505976657686;0.21165954852455407;0.6573153917088689;🙁
México. E Portugal. Já sai da copa;neutro;0.1043163036060149;0.4960514741896572;0.3996322222043293;😐
Portugal e México eliminados;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Já se foi os dois kkkkk;negativo;0.37150666348515143;0.17799808997974256;0.45049524653510525;🙁
O di maria o macherrano e o messi tchau messi tchau messi tchau tchau tchau e os argentinos já estão chorando pq essa copa eu vou ganhar;negativo;0.009182525463803992;0.001429930670482923;0.9893875438657124;🙁
E mexico foi eliminado pela gente;negativo;0.09793418794094423;0.14027149028128988;0.7617943217777644;🙁
Portugal ja foi eliminado;neutro;0.28039327783469453;0.4232583454499108;0.296348376715395;😐
Kkkkkk,dessa vez parece que não previram, Portugal foi eliminado,e o México também;positivo;0.7757192607930053;0.030722001486162366;0.19355873772083165;🙂
Kkkk... Tchau Portugal e México.;neutro;0.29753405551530493;0.41469621576956583;0.28776972871512935;😐
Portugal e México já era;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
<b><i>México e Portugal já foram eliminados pelo Uruguai e o Brasil KKKKKK, hoje não Simpsons</i></b>;neutro;0.06626793628722952;0.8429342301113036;0.09079783360146665;😐
Portugal e México ja foram hahahah 👽😂😂;positivo;0.5219646481738773;0.3289888078853362;0.14904654394078615;🙂
Previran o final KKK, so Nao Previran q  Portugal ia pegar o Uruguai  eon Mexico o Brazil kk se    deu  mall.;neutro;0.06879118267225556;0.5333949618969287;0.39781385543081654;😐
Os dois foram desclassificados kkkkk;negativo;0.37150666348515143;0.17799808997974256;0.45049524653510525;🙁
Deu ruim tchau México e Portugal kkkkk;negativo;0.1316040827188536;0.13667906428529963;0.7317168529958478;🙁
É para 2026;neutro;0.2000013310845352;0.6000042584384256;0.19999441047703884;😐
Não é 2018 é 2016;neutro;0.16273069140581145;0.6323677275793171;0.20490158101487055;😐
Pena que eles estão errados kskskskks;negativo;0.044909098434903476;0.10888756390744833;0.8462033376576485;🙁
Esqueçam os times e vejam os uniformes é parecido com qual pais um parece os da Rússia vamos ver a final como será;negativo;0.00022352808186606486;0.09272581455682333;0.9070506573613093;🙁
Os dois foram eliminados huehuehue;negativo;0.22274457705852924;0.2696976740377544;0.5075577489037164;🙁
Kkkk Portugal já caiu;negativo;0.2150289562914528;0.29970248044549613;0.48526856326304957;🙁
Já era...<br />Portugal e México saíram;negativo;0.3841527363229444;0.16643664821465165;0.449410615462404;🙁
E Portugal e México já foram eliminados 😚😚;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Sqn;neutro;0.42857346594184276;0.42857365535921177;0.1428528786989455;😐
Eles acertaram o Cristiano voltando pra casa 🤣🤣🤣🤣;negativo;0.10307221508069624;0.4467596569279105;0.450168127991395;🙁
acho qye não kkkkk;negativo;0.14238044184871188;0.2731008212088108;0.5845187369424781;🙁
Vim do futuro p dizer q os dois foram eliminados;negativo;0.045155442782704766;0.13441239431916255;0.8204321628981324;🙁
portugal e mexico ja sairam da copa;negativo;0.06094643617816832;0.3801486130663393;0.5589049507554954;🙁
k;neutro;0.3333371290249353;0.3333372763505329;0.3333255946245319;😐
México e Portugal casa. Brasil Hexa. Essa foi a mensagem;neutro;0.13475336039381744;0.7459718938778477;0.1192747457283354;😐
Pode até ser na próxima copa, mas n nessa.;neutro;0.006815818649857617;0.6078248339050353;0.3853593474451065;😐
Que vergonha!!!;negativo;0.016949598225074552;0.2203448743121378;0.7627055274627875;🙁
Erroooooooooooo kkkkkkkk;positivo;0.4285760407002442;0.2571457380712508;0.3142782212285052;🙂
Tchau México e Portugal...;neutro;0.33314519233158657;0.4330119033738842;0.2338429042945284;😐
KKKKKKKKK ACHO Q N;negativo;0.0052990778490982675;0.20289650695727982;0.7918044151936231;🙁
Brasil x Inglaterra;neutro;0.055670087425712375;0.9040193593940804;0.040310553180206286;😐
Mexico x Portugal na final da copa dos eliminados kkkkkkkkk;neutro;0.02262391251288361;0.8882588225709833;0.08911726491613177;😐
Kkkkkkkkk não  deu;negativo;0.11459077737352967;0.42762809867606544;0.4577811239504046;🙁
Parece que a Previsão dos Simpsons não foi dessa vez hahaha Portugal e México foram Eliminados 😂;neutro;0.08244872783897546;0.4740581920284503;0.4434930801325736;😐
Ambos eliminados;neutro;0.15555779923784885;0.4222284988300091;0.42221370193214247;😐
Portugal e México vazaram;neutro;0.1441816427646458;0.6871438830315115;0.16867447420384235;😐
Acho q será  Brasil  E Croácia.;neutro;0.1831526671728183;0.5486062095350882;0.2682411232920941;😐
so falta vc prever q a final dessa copa sera entre italia e holanda ,,,;negativo;0.0011971989059346379;0.11409339772459395;0.884709403369469;🙁
dessa vez os simpsons erram pq mexico e portugal ja se foram;negativo;0.01581464437449947;0.009303916269825959;0.9748814393556761;🙁
Não!  Brasil ganhou do México hoje! Kkkkkkk;negativo;0.1378818574902324;0.3452323767160396;0.5168857657937278;🙁
Os dois saíram México e Portugal kkkkkk;negativo;0.3362113995239335;0.08846331686518186;0.5753252836108849;🙁
Ja não foi aprovado: Portugal tchau e México tchau 😂😂😂😂😂;negativo;0.1855921126638832;0.17146535385987838;0.6429425334762373;🙁
Vim do futuro kkk cancelaque deu ruim para o México kkkkk;negativo;0.0876782449740201;0.1127326343139388;0.7995891207120401;🙁
Bélgica x Inglaterra a final.;neutro;0.11832731005062322;0.8048057900511425;0.07686689989823449;😐
Portugal eliminado, México eliminado KKKKKKKK;positivo;0.44853446748244435;0.31596613308031374;0.23549939943724352;🙂
pelo jeito esta errado nao e mesmo;negativo;0.002974293249045456;0.03413553569229023;0.9628901710586637;🙁
Então nessa os Simpsons acertaram. O Portugal pega o México no Aeroporto de volta pra casa.;neutro;0.0017081925170773131;0.647821174373952;0.3504706331089723;😐
México tomou no Ochoa;negativo;0.0872500312516521;0.3422887354229849;0.5704612333253629;🙁
"bom, essa &quot;profecia&quot; jamais irá se cumprir: Portugal foi despachado pelo Uruguai, e o México foi desclassificado hoje pelo Brasil";neutro;0.32614560202834886;0.4582231636500046;0.2156312343216473;😐
Essa não acertaram ... Mexico Eliminado !!;neutro;0.07873121054633571;0.468609519052722;0.45265927040094367;😐
Gente Portugal e México já saiu para a casa kkkkk;negativo;0.08273566045674462;0.2859632758090144;0.6313010637342403;🙁
já deu ruim os dois já saíram;negativo;0.045976757126719135;0.015282418223197924;0.938740824650081;🙁
simpson tem que preve minha rola;neutro;0.22265458650152803;0.4594043934351728;0.3179410200632996;😐
Já era os dois estão em cassa kkkkkkkkkkkkk México perdeu hj kkkkkkkkk Brasil 2 -0 mexico kkkkkk;neutro;0.0016313898100660778;0.8450960989205847;0.15327251126935326;😐
Portugal e México tá fora então vai ser o Brasil msm hexa! Só pra confirmar!!!;negativo;0.0019055507741055767;0.15554662773131844;0.8425478214945781;🙁
Não foi dessa vez que os Simpsons acertaram ausjsidisksosks;negativo;0.05919439280365204;0.2163405532648232;0.7244650539315227;🙁
Não foi dessa vez, Simpsons 😂;negativo;0.13823837088977467;0.15898730562241498;0.7027743234878102;🙁
Portugal já perdeu;negativo;0.11598328749253504;0.3373962587253131;0.5466204537821522;🙁
O MÉXICO, O PORTUGAL,a ARGENTINA,a ALEMANHA e a ESPANHA  ELES DERAM TCHAU,    DERAM TCHAU!!!    DERAM TCHAU!!!  DERAM TCHAU!! TCHAU!! TCHAU!! E TODOS ELES ESTÃO CHORANDO PQ ESSA COPA VAMOS LEVARRRRR!!!!!!    VAI BRAZILIAN!!!;negativo;0.0025117431709350746;0.007961845286604213;0.989526411542462;🙁
Só não sei qual copa mas essa já era KKKKKK;negativo;0.07155652818511501;0.22150252690325414;0.7069409449116298;🙁
Kkkkk já erro as duas ta fora da copa kkkkkkk;negativo;0.0026274161374458846;0.026242212734728803;0.9711303711278285;🙁
Kkkkk não foi dessa vez Simpsons  Portugal e México já era;negativo;0.2534421030929379;0.11755572147108369;0.6290021754359785;🙁
Errouiu;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Aqui é Brasil fdp;neutro;0.04225998084335722;0.5405643509228708;0.4171756682337713;😐
Não porque os dois times já foram eliminados;negativo;0.0795452222925991;0.19043497316314212;0.7300198045442583;🙁
Fato que o homer fala que o Brasil é hexacampeão de futebol nas palavras cruzadas;negativo;0.04948547023665958;0.033898420649230744;0.9166161091141068;🙁
México e Portugal já era kkk;positivo;0.563934466390765;0.2730727401089758;0.16299279350025975;🙂
Portugal foi eliminadaa;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
2026 a gente fala!!;negativo;0.0969529072160278;0.28694736046190605;0.616099732322066;🙁
Eo Merchico também ja erra;negativo;0.017971527593471592;0.04277211356682136;0.939256358839707;🙁
não foi dessa vez KKKJKKKK;negativo;0.11748168558735796;0.11729060670154562;0.7652277077110965;🙁
Neymar o famoso El Divo kkk;positivo;0.8225222799624148;0.060044163722450625;0.11743355631513344;🙂
Então eles enrram pq os o mexico tbm ja foi 😂😉;negativo;0.00431366651535817;0.017600964823263766;0.9780853686613747;🙁
Nem portugal nem Mexico haha;positivo;0.8223824195935069;0.06277461429080647;0.11484296611568716;🙂
Haha eliminados kkk;negativo;0.24123462010661462;0.21453931689890654;0.5442260629944791;🙁
Os dois foram pro saco kkkk;negativo;0.021930214746671697;0.10313391000950313;0.8749358752438249;🙁
a final vai ser ou brasil e frança, ou brasil e inglaterra ou inglaterra e frança;neutro;0.03975668970184645;0.7777911512132916;0.18245215908486379;😐
México viajou pra casa;neutro;0.00928497976933295;0.6621020006479964;0.3286130195826713;😐
Chupa Simpsons kkkkk, errou dessa vez, essa copa é nossa 🇧🇷⭐⭐⭐⭐⭐⭐;negativo;0.0010980238333875888;0.02107341183045731;0.9778285643361538;🙁
que pena hein, Portugal e México estão fora.😂;negativo;0.1377918472306143;0.3897059150329039;0.47250223773648103;🙁
México, ta fora!!;negativo;0.21182649914167823;0.2610885910799877;0.5270849097783339;🙁
talvez na proxima;neutro;0.06724734500213038;0.6042417309081513;0.32851092408971727;😐
Não foi dessa fez  kkk;negativo;0.08819738911778312;0.1331672500904998;0.7786353607917181;🙁
Que pena .. tadinho do méxico kkkk;negativo;0.038910054603247875;0.05447378828617968;0.9066161571105714;🙁
KSKKKKKSKSLSL NO FINAL NEM É MEXICO MEM PORTUGAL KSKSKS;negativo;0.4190009843307044;0.09106011592708767;0.4899388997422087;🙁
KSKKKKKSKSLSL NO FINAL NEM É MEXICO MEM PORTUGAL KSKSKS;negativo;0.4190009843307044;0.09106011592708767;0.4899388997422087;🙁
Q coisa nao....hauahauauauauau;negativo;0.20010467134215915;0.1537614072747742;0.6461339213830664;🙁
Eles não é Deus;positivo;0.48815746699929896;0.16587882423581535;0.3459637087648856;🙂
Kkkk;negativo;0.30337463520061336;0.3258469744157561;0.37077839038363053;🙁
E México hoje já foi pra casa;negativo;0.09581392346894196;0.33266311793316033;0.5715229585978977;🙁
Alguém assistindo depois do jogo do Brasil 2 × 0 México ??!! <br />💚💛💙;neutro;0.01089459407714452;0.9479278986400252;0.04117750728283137;😐
Só que não;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Kkkk Portulixo nem na segunda fase passou e o México o Brasil mandou pra casa hj😂😂😂;negativo;0.0020049995678603173;0.3496729479037888;0.6483220525283531;🙁
Os 2 já foram eliminados México e Portugal;neutro;0.26909649267783375;0.5265628915514102;0.20434061577075505;😐
Deu ruim então, pq Portugal Sail, e a seleção tirou o México...kkkkkk;negativo;0.004211552540010854;0.020944116803405976;0.974844330656583;🙁
México eliminado hoje Kkkkkkk;negativo;0.07549232383988703;0.3149044024253122;0.6096032737348015;🙁
<b>mexico e Portugal ja era</b>;positivo;0.525641968006417;0.2928057036376097;0.1815523283559732;🙂
México já foi kkkkk;negativo;0.28421452534070873;0.30526758806331794;0.4105178865959733;🙁
México e Portugal já eram;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
México e Portugal já era kkkkkkk;positivo;0.3899269469752515;0.3566476535008351;0.2534253995239131;🙂
Tenho um palpite, eu estou escrevendo esta mensagem em julho de 2018 e o México e Portugal já saíram da copa;neutro;0.16362710559701682;0.7723184060284399;0.06405448837453917;😐
Os dois foram eliminados kkkkk flw Portugal e México;positivo;0.4113959924822335;0.23142062491748872;0.35718338260027804;🙂
Portugal e México já voltaram pra casa .;negativo;0.0880196560432417;0.4492873638550052;0.46269298010175325;🙁
Hj teve o jogo do Brasil e México rsrs Brasil ganhou😂;positivo;0.35382630786194247;0.3041607761060717;0.3420129160319858;🙂
Mas dessa vez eles errou MUHAHAHAHAHA;negativo;0.022850102123662175;0.04229795717911302;0.9348519406972252;🙁
México e Portugal eliminado \_(o.o)_/;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
Vim disser que hoje o CR7 Fez 8 gols kk<br />Na casa dele;negativo;0.049436326471823576;0.4068284266570784;0.5437352468710985;🙁
Acho que deve ser final do mundial sub 5.....😂😂😂😂😂;negativo;0.003611499306585543;0.44714757512650943;0.549240925566907;🙁
Se lascou rapariga o México e o Portugal já sairam;neutro;0.12385684996343309;0.5187305234770494;0.35741262655951817;😐
Médico já era;negativo;0.11111323075797425;0.3333398396006528;0.555546929641372;🙁
Portugal X Mexico ja não vai rolar né... VEM HEXA 🤷🏻‍♀️🇧🇷;neutro;0.014956116112608088;0.7913007794702563;0.19374310441713394;😐
Sipssons é só um desenho;positivo;0.4736902162634443;0.1578968085403808;0.3684129751961748;🙂
Já deu ruim kkkkk os dois foi eliminado;negativo;0.04995801155945444;0.0483327554745669;0.9017092329659816;🙁
México já foi;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Portugal e Mexico ja foram pra casa;negativo;0.1871742971434385;0.2969151241549645;0.5159105787015934;🙁
mexico vazou foi pra casa carregando na mala 2x0;negativo;0.004862206394849341;0.1082613545202469;0.8868764390849035;🙁
Portugal e México sairam;neutro;0.12385684996343309;0.5187305234770494;0.35741262655951817;😐
Brasil e França;positivo;0.4183954119988819;0.26861316736691265;0.3129914206342056;🙂
Haha Chupa Simpsons Brasil Hexa;negativo;0.11263464390392774;0.27402635440850825;0.6133390016875654;🙁
PORTUGAL E MÉXICO JÁ VAZOU KKKKKKK;neutro;0.025099224842066812;0.5819117806433389;0.39298899451459385;😐
NÃO FOI DESSA VEZ SKSKSKKS;negativo;0.11748168558735796;0.11729060670154562;0.7652277077110965;🙁
sera no mundial 2026 nao de 2018 pois o homer vai ver o jogo ao estadio logo e nos estados unidos que sera o mundial de 2026.;negativo;0.0012774646683593402;0.11046622287625171;0.8882563124553909;🙁
O mais provável eh q deixem o brasil ganhar dessa vez, so pra enganar os bestas ja q foi planejado aquela derrota insana na ultima copa. . Deixar a Rússia em segundo lugar so pra dar uma moral pro time da casa. Na derrota pra Alemanha nao era pra ser aquele placar, mas o time relaxou tanto pra acontecer do geito q foi mandado, q a Alemanha meteu 4 sem perceber. Ai eh so prestar atenção q o brasil nem conseguia mais atacar direito e a Alemanha foi relaxando pra deixar o brasil fazer o gol. Mas a valer nao reagiu e tomou mais 3. Quem prestar atenção, vai ver q o gol do brasil foi permitido pela alemanha. Quando o brasil atacou. Eles correram bem devagar e deixaram o brasil fazer o gol. Pra nao ficar tão feio. So assistir o jogo cm atenção e da pra ver tudo muito esquisito. Começando cm a saída do neymar fingindo q se machucou em um jogo anterior. Nada eh o q parece. So os trouxas q acreditam. A Alemanha nem comemorava cm animo depois d tão sem graça q tava o jogo 😂😂😂;negativo;2.6899124886059608e-24;1.5441714195734537e-12;0.9999999999984239;🙁
😂😂😂😂;neutro;0.05882386873132999;0.7647106314876435;0.1764654997810269;😐
Mexico e Portugal eliminados 😂😂;positivo;0.4571236990643674;0.32149285278831724;0.22138344814731467;🙂
Furou... México acabou de ir embora.  Portugal também já foi;neutro;0.06298406191781526;0.48901287105250363;0.44800306702968057;😐
Errooooooooooooowwww os dois moio 😂🤣😂🤣😂🤣;negativo;0.2522326529978746;0.11251639483393963;0.6352509521681864;🙁
Fail;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Mexico ja foi embora;negativo;0.08529699667154184;0.3279332094826165;0.5867697938458422;🙁
Portugal e México já foram eliminados kkkkkk;neutro;0.26972383109949566;0.4318285544397622;0.29844761446074225;😐
México - eliminado pelo VBraBra. Portugal - eliminado pelo Ururuguay;neutro;0.3557381133972883;0.41834153788961853;0.22592034871309263;😐
México e Portugal eliminados kkkkkkkk;positivo;0.44853446748244435;0.31596613308031374;0.23549939943724352;🙂
Brasil x Inglaterra;neutro;0.055670087425712375;0.9040193593940804;0.040310553180206286;😐
Ja era kkkkkkk deu ruim;negativo;0.03920803827662284;0.0791704260723231;0.8816215356510553;🙁
Mexico e portugal ja foi aksksksksks;positivo;0.5803602139083621;0.19365613228811107;0.22598365380352614;🙂
Aiai kkkkk;negativo;0.15087659602992093;0.25766407215511783;0.5914593318149614;🙁
Que eu saiba Portugal já perdeu.;neutro;0.04799708699511794;0.6969836725304093;0.25501924047447144;😐
Adeus mexicuuu!!! 😂😂;neutro;0.34608989660191863;0.5758783272298462;0.07803177616823558;😐
Final da copa do Mundo vai ser França X Bélgica;neutro;0.07975190366627984;0.6509939594635159;0.26925413687020433;😐
Os dois foram eliminados kkk tanto Portugal cm também o México kk;positivo;0.6214893461204707;0.12180689199738934;0.25670376188213834;🙂
Portugal já foi e México foi embora hj;neutro;0.32869367382542275;0.4475941575472049;0.223712168627373;😐
Portugal já saiu , e o México tbm 😂;neutro;0.20770522438499872;0.40188941148162843;0.3904053641333741;😐
Portugual e México já era👎👎;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
Já era pra Portugal e México;positivo;0.43312255400719446;0.3476442582565942;0.2192331877362116;🙂
Portugal já se foi e o México tbm eliminado pelo meus amores @Ney e @Firmino 💚🇧🇷 💛;positivo;0.8038579605288763;0.052940726375113635;0.14320131309600778;🙂
Sou lindo;positivo;0.9338856226203919;0.024793434567383987;0.04132094281222381;🙂
É a previsao de 2026;neutro;0.2000013310845352;0.6000042584384256;0.19999441047703884;😐
México ja saiu e Portugal tbm KKKKKK;negativo;0.09159054369506243;0.26884241565002964;0.6395670406549042;🙁
não foi dessa vez;negativo;0.11748168558735796;0.11729060670154562;0.7652277077110965;🙁
Essa falhou kkkkkkkkkkkkkkkkkkk;negativo;0.2451485857003779;0.14684991727042784;0.6080014970291935;🙁
Os dois eliminadooos kkkkkkkkkkk;positivo;0.5550493887462123;0.08253247604838834;0.3624181352053985;🙂
Já deu ruim tanto Portugal como México já sairam;negativo;0.026713523282199843;0.04328011482051419;0.930006361897287;🙁
O México perdeu hoje kkkkkk;negativo;0.024387057375292624;0.1625425532197384;0.813070389404969;🙁
Um aparte, na série os Simpsons estão nos Estados Unidos, 2020 a copa será nos Estados Unidos, não poderia ser esta copa 🤣🤔🤔🤔;negativo;0.015374189046845376;0.12417579412359683;0.8604500168295552;🙁
Os dois já foram rs, mas não esqueçam que um time tá de vermelho e amarelo bjs;negativo;0.0006125058941152888;0.4375158401666249;0.5618716539392657;🙁
E ainda por cima o México tbm👉👌👅👅👅👅👅👅;negativo;0.0764868760095631;0.2124265169415149;0.7110866070489211;🙁
kk, Portugal e México ja rodou;neutro;0.11732535875757678;0.8008745606517724;0.08180008059065175;😐
Acho que não, pois o Brasil eliminou o México Bass oitavas;negativo;0.0025501592478992924;0.4192029963267387;0.5782468444253597;🙁
Ate que enfim os simpsons erraram uma previsão;negativo;0.008095146785349873;0.3241462110783266;0.6677586421363244;🙁
Ops mexico deu ruim hoje em!;negativo;0.16815149422710013;0.05481603758310516;0.7770324681897961;🙁
A pirâmide por enquanto tá certa.. Brasil pode ser o campeão;negativo;0.009372034799573709;0.4090911319663368;0.5815368332340886;🙁
não foi dessa vez kkk;negativo;0.08940478690197923;0.0995981765633254;0.8109970365346932;🙁
O México já deu tchau;negativo;0.22651533478031882;0.23053811965401647;0.5429465455656641;🙁
Adios México;neutro;0.34618640082761204;0.34675068183955604;0.30706291733283164;😐
Na verdade eles fizeram esse capítulo do 7 a 1 depois que o Brasil perdeu;neutro;0.004142417259889092;0.700233792818047;0.29562378992206617;😐
Fail 😂;neutro;0.3513542457097069;0.40540892422887853;0.24323683006141522;😐
Eles não preveram na Rússia eles preveram no Qatar;neutro;0.3169527466141823;0.4385709069578029;0.24447634642801536;😐
E mais as duas já caíram fora kkk não foi dessa vez kkk;negativo;0.01161335097268114;0.012895373037337426;0.9754912759899773;🙁
PUXA, NÃO FOI DESSA VEZ!!!! KKKK;negativo;0.017563730724260873;0.0938641638004393;0.8885721054752974;🙁
KKKKK México e Portugal já foram para casa;neutro;0.3147643565314623;0.3764828484006753;0.3087527950678607;😐
Todos os dois foram eliminados kk;positivo;0.38638650225544;0.2966609723509544;0.31695252539360574;🙂
Portugal foi eliminada e o México perdeu pro Brasil<br /><br />O HEXA É NOSSO<br /><br />🇲🇽0x2🇧🇷<br /><br />🇺🇾2x1 Portugal (não tinha bandeira);negativo;0.00043163072497250235;0.22780746964987314;0.7717608996251528;🙁
erro otar;negativo;0.2694211634399782;0.1665132619168468;0.5640655746431744;🙁
adeus mexico kkkkkkk;neutro;0.23358855804098594;0.49152837374428626;0.2748830682147281;😐
Chupaa cade o mexico perdeu pro  brasil .e o portugal pro Uruguai;neutro;0.010524796752771244;0.6613151939597041;0.32816000928752465;😐
errado! os dois foram embora;negativo;0.0408667925256543;0.16900254392738237;0.7901306635469639;🙁
Portugal e México jà perderam😭😭;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
Kkkk Portugal e México vazaram kkkkk;neutro;0.10982830233164828;0.6018748509470315;0.2882968467213211;😐
ELIMINANDOS;neutro;0.15555779923784885;0.4222284988300091;0.42221370193214247;😐
Só se for o final de quem venceu ? Esses Brasil  x uruguai , ja que Brasil derrotou mexico , e urugauis venceu Portugal;neutro;0.03799656622468546;0.9541569942145501;0.007846439560765861;😐
Ja era brasil acabou de concretizar o erro...mexico foi tbm.;negativo;0.07849727048734327;0.1538131444397402;0.767689585072918;🙁
Não foi dessa vez;negativo;0.11748168558735796;0.11729060670154562;0.7652277077110965;🙁
Dessa vez não deu boa  kkkkkk;negativo;0.1212879004223097;0.03036724469654114;0.848344854881148;🙁
Alemanha e México foram eliminados;negativo;0.10624837617210377;0.35190148675797706;0.5418501370699196;🙁
Portugal e México já se foram KKKKKKKKKK;positivo;0.6960840088398148;0.11599341611245322;0.1879225750477308;🙂
Portugal e México já se foram;positivo;0.6091979964006635;0.26436905867785665;0.12643294492147958;🙂
Deu ruim pro mexico kkkkkk;negativo;0.0580092296283986;0.04959046522580821;0.892400305145792;🙁
Falhou feio;negativo;0.01732160493328612;0.051880296273725944;0.9307980987929876;🙁
Ñ sinto em lhe dizer mas o br desbancou o México e o Uruguai desbancou PORTUGUAL;negativo;0.0029606077147644205;0.10669222105616083;0.8903471712290738;🙁
Médico haha já era;negativo;0.2055482808763628;0.18107114601020274;0.613380573113436;🙁
Hoje Nnnn pessoal ehhehe;negativo;0.16884845666933038;0.22160829593381556;0.6095432473968534;🙁
México e Portugal já foi hahaha;positivo;0.6020746885570921;0.30828050872478124;0.08964480271812697;🙂
